"1640781445.448061 2021-12-29 06:37:25.448060 b'{""type"":""eeg""",data:[5.110232,-19.972134,35.257267,-51.784172,59.696995,-93.88822,88.93509,-52.987457,11.766416,19.041183,-108.96515,75.294235,-274.40845,245.01718,-65.058815,144.52982]}\r\n'
"1640781445.5380616 2021-12-29 06:37:25.538061 b'{""type"":""eeg""",data:[13.863346,2.1300538,-43.425518,-6.498325,74.94284,9.6508255,-108.4024,-21.081486,161.43173,19.615788,-153.21292,-47.28868,166.2737,61.109394,-358.34003,-44.100143]}\r\n'
"1640781445.6310596 2021-12-29 06:37:25.631059 b'{""type"":""eeg""",data:[-5.354026,-18.691936,-32.05182,-65.88693,-61.06443,-79.90774,-50.548416,-49.815147,-12.046012,15.598353,91.12717,52.508476,233.22716,171.74884,152.0932,45.88854]}\r\n'
"1640781445.7240632 2021-12-29 06:37:25.724063 b'{""type"":""eeg""",data:[-10.593995,28.809738,-18.38194,-26.82038,78.72401,-61.73222,-12.084575,87.78865,-122.38198,27.176085,156.39192,-187.74698,119.32949,44.780796,-299.727,193.62039]}\r\n'
"1640781445.8210628 2021-12-29 06:37:25.821063 b'{""type"":""eeg""",data:[-12.794622,-24.76653,5.5040693,47.052536,61.920795,-23.49094,-119.2372,-75.37586,41.244663,160.4849,50.001842,-35.621243,-135.3326,-67.09678,129.66365,81.52295]}\r\n'
"1640781445.914066 2021-12-29 06:37:25.914066 b'{""type"":""eeg""",data:[5.437941,-18.193264,41.610817,-48.190193,72.0466,-78.205925,94.861984,-31.531471,19.165955,31.71894,-116.57231,172.75902,-131.38155,163.19156,-156.10957,222.77899]}\r\n'
"1640781446.0110896 2021-12-29 06:37:26.011089 b'{""type"":""eeg""",data:[14.131969,2.0937333,-39.24337,-6.095579,84.720375,11.0578,-117.5198,-10.4449625,116.94538,15.815136,-116.161285,-51.086426,194.43423,66.102196,-123.247086,-79.83578]}\r\n'
"1640781446.10106 2021-12-29 06:37:26.101059 b'{""type"":""eeg""",data:[-6.7839975,-21.645508,-39.31642,-58.858353,-64.46319,-26.736294,9.067124,77.97595,75.59731,179.32967,98.389755,168.54346,34.117313,-23.949764,-48.4893,-132.96161]}\r\n'
"1640781446.1880608 2021-12-29 06:37:26.188060 b'{""type"":""eeg""",data:[-14.6060095,2.234951,37.179417,-5.376743,-62.29976,10.795099,120.51147,-12.894265,-96.37275,31.95057,78.73317,-50.374126,-237.19171,37.812855,225.14806,-50.579323]}\r\n'
"1640781446.2750616 2021-12-29 06:37:26.275061 b'{""type"":""eeg""",data:[4.9589663,-19.077438,33.989594,-56.672333,64.46885,-77.54669,67.7967,-39.967007,21.293892,33.448547,-77.89426,96.28429,-274.14282,172.3636,-268.52118,195.24799]}\r\n'
"1640781446.3710592 2021-12-29 06:37:26.371059 b'{""type"":""eeg""",data:[3.685873,13.779071,34.737103,56.55423,56.49119,73.8362,72.918846,48.659824,53.521004,28.20432,-13.931204,-49.459923,-105.87253,-265.39142,-133.06744,-110.880165]}\r\n'
"1640781446.461061 2021-12-29 06:37:26.461061 b'{""type"":""eeg""",data:[3.5374115,14.100428,29.8558,51.771145,67.80681,72.06634,111.467285,105.84055,64.644844,17.097065,-28.45537,-33.645325,-164.32219,-166.24736,-263.13272,-313.90665]}\r\n'
"1640781446.5420594 2021-12-29 06:37:26.542059 b'{""type"":""eeg""",data:[-11.942545,-24.906685,-10.340824,37.868614,83.502975,31.81481,-51.4077,-68.2764,-123.93338,26.277445,215.5024,142.67755,22.643719,-208.40558,-280.58633,-58.557823]}\r\n'
"1640781446.6210635 2021-12-29 06:37:26.621063 b'{""type"":""eeg""",data:[-10.568221,29.58546,-19.040058,-23.08841,67.93613,-55.163918,-17.867596,109.19264,-148.70905,35.500946,66.50669,-252.32318,142.7966,84.491684,-85.17266,231.4545]}\r\n'
"1640781446.72906 2021-12-29 06:37:26.729059 b'{""type"":""eeg""",data:[-12.232757,-28.228102,-10.263358,39.109074,82.352806,47.57303,-41.425934,-111.953865,-89.111404,34.366142,85.39242,114.08621,24.411762,-78.91574,-57.672745,-136.63368]}\r\n'
"1640781446.8270597 2021-12-29 06:37:26.827059 b'{""type"":""eeg""",data:[-11.40773,28.637815,-17.688732,-23.598091,57.3804,-70.27175,-19.752224,96.899254,-157.34836,13.621518,53.383217,-195.7432,137.97325,122.90377,-313.50284,158.33244]}\r\n'
"1640781446.9160616 2021-12-29 06:37:26.916061 b'{""type"":""eeg""",data:[-11.899279,-25.561491,-8.688291,41.970665,82.84341,39.138313,-32.315845,-106.269485,-111.38064,21.280855,121.56957,104.54867,15.820546,-63.565475,-201.12968,-68.611046]}\r\n'
"1640781447.038061 2021-12-29 06:37:27.038060 b'{""type"":""eeg""",data:[14.755269,2.2746542,-39.140247,-5.1861167,82.69669,11.408408,-131.0646,-15.00374,130.21545,16.855291,-167.98631,-48.244793,282.28937,50.42657,-178.28325,-80.62737]}\r\n'
